23/05/2014,6
24/05/2014,2
25/05/2014,2
26/05/2014,6
27/05/2014,3
28/05/2014,1
29/05/2014,1
30/05/2014,2
31/05/2014,3
01/06/2014,2
02/06/2014,4
03/06/2014,1
04/06/2014,2
05/06/2014,2
06/06/2014,2
07/06/2014,1
08/06/2014,1
09/06/2014,3
10/06/2014,1
11/06/2014,5
12/06/2014,6
13/06/2014,1
14/06/2014,2
15/06/2014,2
16/06/2014,2
17/06/2014,1
18/06/2014,4
19/06/2014,6
20/06/2014,3
21/06/2014,0
22/06/2014,1
23/06/2014,4
24/06/2014,2
25/06/2014,1
26/06/2014,0
27/06/2014,2
28/06/2014,0
29/06/2014,1
30/06/2014,14
01/07/2014,4
02/07/2014,2
03/07/2014,4
04/07/2014,2
05/07/2014,2
06/07/2014,0
07/07/2014,2
08/07/2014,5
09/07/2014,2
10/07/2014,4
11/07/2014,2
12/07/2014,0
13/07/2014,0
14/07/2014,2
15/07/2014,1
16/07/2014,1
17/07/2014,3
18/07/2014,0
19/07/2014,0
20/07/2014,3
21/07/2014,4
22/07/2014,4
23/07/2014,5
24/07/2014,1
25/07/2014,2
26/07/2014,2
27/07/2014,1
28/07/2014,3
29/07/2014,6
30/07/2014,2
31/07/2014,0
01/08/2014,1
02/08/2014,1
03/08/2014,1
04/08/2014,0
05/08/2014,0
06/08/2014,0
07/08/2014,3
08/08/2014,2
09/08/2014,1
10/08/2014,1
11/08/2014,3
12/08/2014,0
13/08/2014,0
14/08/2014,2
15/08/2014,5
16/08/2014,0
17/08/2014,2
18/08/2014,0
19/08/2014,4
20/08/2014,3
21/08/2014,0
22/08/2014,2
23/08/2014,2
24/08/2014,1
25/08/2014,1
26/08/2014,2
27/08/2014,5
28/08/2014,2
29/08/2014,2
30/08/2014,1
31/08/2014,0
01/09/2014,2
02/09/2014,2
03/09/2014,1
04/09/2014,0
05/09/2014,2
06/09/2014,1
07/09/2014,2
08/09/2014,3
09/09/2014,1
10/09/2014,0
11/09/2014,2
12/09/2014,2
13/09/2014,2
14/09/2014,0
15/09/2014,2
16/09/2014,3
17/09/2014,0
18/09/2014,3
19/09/2014,2
20/09/2014,1
21/09/2014,1
22/09/2014,3
23/09/2014,5
24/09/2014,2
25/09/2014,2
26/09/2014,1
27/09/2014,0
28/09/2014,5
29/09/2014,10
30/09/2014,4
01/10/2014,1
02/10/2014,6
03/10/2014,5
04/10/2014,1
05/10/2014,8
06/10/2014,3
07/10/2014,9
08/10/2014,11
09/10/2014,2
10/10/2014,5
